Stock Name,Stock Count,Company,Sector,Industry,Country,Market Cap,P/E,Price,Volume,EPS Time,Zacks Ranks,Yahoo Ranks,The Street Ranks,Investor Place,Date,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Divident,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Rel Volume,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,from Open,Gap
BIP,19,Brookfield Infrastructure Partners L.P.,Utilities,Diversified Utilities,Bermuda,20.21B,1605.81,49.78,"172,781",Tomorrow Before Market EPS,4-Sell ,BUY,None,A,November6,34.47,144.67,3.44,2.55,15.69,673.76,-6.80%,162.55%,-4.30%,11.10%,20.60%,4.04%,0.00%,0.20%,6.80%,0.70,0.70,2.70,2.89,49.40%,27.70%,0.20%,Nov 07/b,406.04M,404.65M,42.30%,0.00%,50.20%,0.32%,0.36%,4.93,292.52K,-0.76%,2.58%,12.73%,20.21%,26.03%,44.16%,1.22%,1.21%,2.20,0.59,0.81,0.64,1.11%,2.82%,14.24%,-1.95%,54.31%,57.97,-0.80%,0.20%
BL,23,"BlackLine, Inc.",Technology,Application Software,USA,2.63B,-,47.50,"718,882",Today After Market EPS,3-Hold ,HOLD,C (Hold),B,November6,129.08,-,10.31,8.01,18.09,157.29,18.60%,54.62%,-8.80%,50.00%,48.10%,-,-5.20%,-8.10%,-9.30%,1.30,1.30,0.00,0.00,78.00%,-11.30%,-10.20%,Nov 06/a,55.30M,47.24M,0.90%,-13.85%,88.80%,0.67%,13.37%,11.43,552.64K,-0.29%,1.56%,-11.02%,-2.36%,13.45%,16.00%,3.01%,3.12%,2.60,1.30,-,1.51,0.61%,-1.87%,-3.20%,-15.62%,39.66%,50.08,0.57%,0.00%
BLCM,24,"Bellicum Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,45.45M,-,1.28,"1,034,056",Today After Market EPS,3-Hold ,STRONG BUY,D- (Sell),D,November6,-,-,18.18,1.94,0.80,-,15.80%,29.50%,-9.60%,-,-10.40%,-,-88.50%,-169.30%,-91.40%,2.70,2.70,1.23,1.44,81.70%,-,-,Nov 06/a,35.51M,-,0.20%,-,55.80%,20.84%,-,1.87,842.91K,44.49%,56.08%,8.47%,-58.44%,-71.99%,-56.16%,23.11%,12.10%,1.20,1.23,1.45,0.13,44.44%,25.97%,-40.90%,-76.47%,77.51%,66.94,-0.78%,4.88%
BNFT,25,"Benefitfocus, Inc.",Technology,Application Software,USA,775.46M,-,24.12,"540,382",Today After Market EPS,1-Strong Buy ,BUY,D- (Sell),D,November6,-,-,2.84,-,5.60,-,-2.30%,54.10%,-6.00%,20.00%,19.80%,-,-18.40%,285.50%,-17.40%,2.50,2.50,-,-,51.30%,-13.50%,-19.70%,Nov 06/a,32.15M,29.41M,2.30%,0.30%,74.96%,9.02%,14.65%,13.74,313.69K,4.96%,4.96%,-7.37%,-25.39%,-41.88%,-47.24%,4.11%,3.39%,2.10,1.72,1.26,0.93,3.65%,-0.27%,-28.83%,-60.24%,11.67%,54.89,-2.74%,-0.36%
BRKS,26,"Brooks Automation, Inc.",Technology,Semiconductor Equipment & Materials,USA,3.19B,-,44.69,"563,699",Today After Market EPS,1-Strong Buy ,BUY,C+ (Hold),C,November6,35.22,-,5.37,4.37,20.32,76.44,524.40%,66.97%,60.60%,12.00%,8.40%,0.90%,2.50%,4.90%,8.50%,3.00,2.40,0.72,0.73,39.40%,-2.30%,6.00%,Nov 06/a,71.33M,70.78M,0.80%,-4.00%,-,1.74%,7.21%,12.60,404.73K,3.00%,25.91%,38.10%,16.56%,39.79%,70.70%,2.78%,2.83%,2.20,1.39,1.38,1.33,9.67%,17.16%,26.43%,-0.55%,94.14%,70.88,-0.11%,0.38%
BRT,27,BRT Apartments Corp.,Financial,Mortgage Investment,USA,258.98M,-,16.35,"25,324",Today After Market EPS,3-Hold ,BUY,None,B,November6,-,-,2.06,1.42,14.97,49.80,-68.50%,5.60%,27.10%,-,-12.60%,5.38%,-1.40%,-8.50%,-0.40%,-,-,4.88,4.88,51.40%,-15.80%,-13.00%,Nov 06/a,15.84M,12.42M,21.88%,0.00%,54.70%,-1.67%,0.45%,1.70,32.91K,-2.50%,11.91%,15.88%,15.38%,41.31%,42.92%,2.20%,2.45%,2.00,0.77,0.80,0.38,0.13%,7.24%,16.95%,-5.00%,49.86%,56.88,-1.33%,-0.54%
BRY,20,Berry Petroleum Corporation,Basic Materials,Independent Oil & Gas,USA,851.87M,10.62,10.45,"331,703",Tomorrow Before Market EPS,3-Hold ,BUY,D+ (Sell),D,November6,8.70,0.71,1.27,0.89,4259.37,3.99,109.10%,-7.54%,-,15.00%,-,4.59%,4.90%,8.40%,13.10%,0.80,0.70,0.42,0.00,65.30%,37.20%,11.90%,Nov 07/b,81.52M,80.41M,0.40%,-,7.64%,11.61%,1.53%,1.89,652.50K,10.12%,11.88%,22.94%,-8.65%,-28.52%,19.43%,5.13%,4.52%,2.00,0.51,-,0.45,6.53%,9.75%,-1.46%,-30.05%,37.86%,60.83,-1.32%,-0.47%
BSGM,28,"BioSig Technologies, Inc.",Healthcare,Medical Appliances & Equipment,USA,157.81M,-,7.17,"116,980",Today After Market EPS,3-Hold ,BUY,None,B,November6,-,-,-,13.04,12.83,-,-17.30%,14.50%,13.80%,-,-,-,-232.30%,-282.70%,-,10.60,10.60,0.00,0.00,-,-,-,Nov 06/a,22.01M,16.23M,9.30%,-,12.20%,1.09%,10.96%,21.88,81.25K,6.70%,-4.78%,4.52%,-17.59%,66.74%,67.92%,5.06%,4.78%,2.00,1.44,0.81,0.33,0.98%,-4.31%,3.10%,-28.08%,101.97%,50.17,8.14%,0.00%
BW,21,"Babcock & Wilcox Enterprises, Inc.",Industrial Goods,Industrial Electrical Equipment,USA,212.85M,-,4.73,"185,855",Tomorrow Before Market EPS,,None,E+ (Sell),C,November6,-,-,0.21,-,-,-,24.00%,-,-32.50%,12.50%,-9.70%,-,-51.20%,163.40%,489.80%,0.70,0.60,-,-,1.10%,-18.70%,-41.70%,Nov 07/b,45.00M,30.25M,0.50%,-,67.20%,180.83%,2.52%,3.32,229.00K,7.99%,14.53%,31.39%,-1.03%,-54.52%,21.16%,4.97%,4.88%,-,0.81,1.72,0.24,5.88%,8.39%,10.99%,-54.52%,143.31%,59.53,-1.46%,0.00%
CAH,22,"Cardinal Health, Inc.",Services,Drugs Wholesale,USA,15.27B,11.40,51.43,"3,004,460",Tomorrow Before Market EPS,3-Hold ,HOLD,C+ (Hold),C,November6,9.77,3.76,0.10,2.41,6.04,8.41,309.80%,5.43%,6.10%,3.03%,9.80%,3.73%,3.40%,22.20%,11.70%,1.10,0.50,1.20,1.27,4.70%,1.40%,0.90%,Nov 07/b,297.00M,291.97M,0.20%,0.00%,94.10%,0.40%,6.87%,7.15,2.80M,2.53%,14.39%,17.18%,2.57%,-1.27%,15.31%,2.43%,2.55%,3.10,1.07,1.33,1.26,3.85%,8.15%,8.37%,-11.80%,25.35%,61.24,-0.12%,-0.02%
CAMT,23,Camtek Ltd.,Technology,Semiconductor Equipment & Materials,Israel,408.61M,17.51,10.77,"120,039",Tomorrow Before Market EPS,3-Hold ,None,A- (Buy),B,November6,14.86,1.17,3.05,3.00,4.79,-,985.90%,11.54%,61.36%,15.00%,7.60%,6.31%,16.50%,22.10%,17.80%,4.50,3.60,0.00,0.00,49.80%,18.50%,18.00%,Nov 07/b,37.94M,19.54M,62.70%,0.00%,35.90%,-0.74%,2.12%,3.28,126.20K,-0.19%,14.09%,20.20%,9.56%,32.64%,59.08%,2.27%,3.14%,-,0.95,1.63,0.32,2.44%,8.27%,17.71%,-5.19%,71.22%,59.70,-0.46%,0.00%
CATB,24,"Catabasis Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,54.81M,-,5.19,"54,316",Tomorrow Before Market EPS,3-Hold ,None,None,C,November6,-,-,-,1.38,1.19,-,59.40%,8.10%,17.10%,-,-,-,-53.30%,-59.10%,-,9.10,9.10,0.00,0.00,-,-,-,Nov 07/b,10.56M,10.56M,1.87%,0.00%,43.60%,-0.17%,5.30%,7.40,75.63K,1.76%,11.37%,-21.48%,-32.33%,-21.36%,18.76%,6.41%,7.40%,-,0.72,1.71,0.36,4.24%,-4.27%,-19.81%,-46.82%,44.17%,50.79,-1.52%,0.00%
CBB,25,Cincinnati Bell Inc.,Technology,Telecom Services - Domestic,USA,258.60M,-,5.20,"415,034",Tomorrow Before Market EPS,2-Buy ,BUY,D (Sell),D,November6,-,-,0.17,-,27.81,-,-301.80%,31.50%,1.10%,41.00%,5.10%,-,-3.40%,43.00%,4.20%,0.80,0.70,-,-,49.00%,4.80%,-5.80%,Nov 07/b,49.73M,47.54M,1.60%,-4.39%,98.30%,-2.10%,18.36%,16.23,537.81K,1.96%,20.93%,30.00%,-33.25%,-65.19%,-33.16%,4.63%,5.47%,2.50,0.77,1.24,0.28,7.27%,-1.36%,-23.12%,-65.63%,63.01%,48.33,-3.17%,0.00%
CBIO,26,"Catalyst Biosciences, Inc.",Healthcare,Biotechnology,USA,66.47M,-,5.74,"89,788",Tomorrow Before Market EPS,3-Hold ,BUY,None,D,November6,-,-,-,0.74,0.71,-,64.00%,12.30%,63.40%,-,-,-,-40.20%,-42.20%,-,15.80,15.80,0.02,0.00,-,-,-,Nov 07/b,11.58M,11.19M,0.50%,1.76%,77.20%,7.17%,2.45%,2.25,121.60K,7.69%,4.94%,-25.94%,-34.10%,-48.75%,-27.25%,5.43%,6.66%,1.70,0.74,1.95,0.39,5.10%,0.46%,-24.91%,-49.85%,26.99%,52.55,-1.54%,0.00%
CBMG,29,"Cellular Biomedicine Group, Inc.",Healthcare,Biotechnology,USA,367.45M,-,18.53,"68,201",Today After Market EPS,,STRONG BUY,D (Sell),B,November6,-,-,3674.50,4.34,-,-,24.10%,12.20%,-2.30%,-,1.80%,-,-37.70%,-47.40%,-47.50%,2.70,2.70,0.00,0.18,53.80%,-,-,Nov 06/a,19.83M,13.20M,37.14%,0.00%,25.50%,0.42%,4.44%,17.16,34.13K,2.38%,32.83%,49.32%,14.03%,31.05%,4.93%,5.48%,4.40%,1.30,2.00,2.93,0.75,15.55%,26.21%,17.82%,-10.18%,68.76%,74.95,0.00%,-0.05%
CCOI,27,"Cogent Communications Holdings, Inc.",Technology,Diversified Communication Services,USA,2.73B,82.91,57.46,"207,294",Tomorrow Before Market EPS,3-Hold ,HOLD,C+ (Hold),B,November6,59.48,-,5.14,-,6.68,-,65.10%,29.14%,-12.20%,-6.40%,8.40%,4.32%,3.90%,-20.60%,11.40%,5.40,5.40,-,-,58.80%,17.10%,6.00%,Nov 07/b,47.55M,41.89M,10.30%,-1.05%,90.80%,-0.20%,4.15%,6.21,279.98K,-2.10%,4.72%,1.34%,-0.97%,13.20%,27.10%,2.25%,1.88%,3.10,0.74,0.58,1.14,0.01%,0.41%,2.17%,-10.55%,35.52%,48.77,-0.16%,-0.18%
CECO,30,Career Education Corporation,Services,Education & Training Services,USA,1.03B,19.87,14.90,"898,690",Today After Market EPS,2-Buy ,STRONG BUY,C (Hold),C,November6,10.96,1.32,1.70,2.74,3.68,11.42,146.60%,9.68%,18.20%,15.00%,-10.60%,-,10.40%,14.60%,14.80%,2.50,2.50,0.00,0.00,82.80%,11.50%,8.80%,Nov 06/a,69.14M,68.08M,2.30%,-17.25%,87.50%,0.15%,5.50%,6.12,612.19K,4.93%,-1.97%,-29.52%,-22.84%,11.53%,30.47%,2.27%,2.67%,1.00,1.47,1.40,0.40,0.82%,-11.39%,-15.32%,-33.78%,35.33%,41.42,-0.73%,-0.13%
CELH,28,"Celsius Holdings, Inc.",Consumer Goods,Beverages - Soft Drinks,USA,249.05M,52.11,3.70,"230,526",Tomorrow Before Market EPS,4-Sell ,None,C- (Hold),C,November6,284.62,-,4.02,8.60,51.88,-,-17.80%,-90.71%,-20.30%,-,37.70%,-,13.60%,28.40%,-55.60%,3.50,2.30,0.38,0.38,40.30%,-10.40%,8.30%,Nov 07/b,67.31M,29.83M,70.67%,-,41.40%,0.79%,7.34%,10.41,210.48K,4.23%,16.17%,-23.08%,-17.04%,-6.57%,6.63%,4.69%,3.83%,-,1.10,0.92,0.15,9.76%,4.96%,-7.09%,-31.13%,20.92%,60.81,3.93%,0.00%
CEVA,29,"CEVA, Inc.",Technology,Semiconductor - Specialized,USA,592.27M,729.73,27.00,"99,336",Tomorrow Before Market EPS,2-Buy ,BUY,C (Hold),C,November6,40.97,22.59,7.57,2.42,3.92,160.07,-96.60%,55.06%,-38.80%,32.30%,9.80%,-,0.40%,0.40%,-1.20%,8.50,8.50,0.00,0.00,89.10%,-2.10%,1.30%,Nov 07/b,21.94M,21.73M,1.20%,-0.94%,86.70%,-1.36%,1.15%,2.57,97.15K,-1.28%,-3.36%,-14.01%,10.93%,5.43%,22.23%,3.33%,2.80%,2.40,1.02,1.48,0.89,-3.85%,-9.02%,-1.21%,-18.58%,32.35%,39.82,-4.05%,-0.25%
CHRS,31,"Coherus BioSciences, Inc.",Healthcare,Biotechnology,USA,1.13B,-,16.46,"1,467,188",Today After Market EPS,3-Hold ,BUY,D- (Sell),B,November6,7.56,-,9.37,-,10.09,-,28.20%,72.04%,-14.00%,23.00%,-,-,-70.60%,686.10%,-,3.40,3.30,-,-,97.70%,-88.50%,-97.80%,Nov 06/a,68.62M,64.63M,0.20%,-87.95%,97.45%,2.43%,13.41%,8.21,1.06M,-5.84%,-20.10%,-16.49%,2.24%,45.41%,81.88%,5.09%,5.59%,1.70,1.39,2.89,1.09,-8.46%,-16.55%,-6.33%,-31.16%,97.84%,36.37,0.61%,0.18%
CIB,32,Bancolombia S.A.,Financial,Foreign Regional Banks,Colombia,12.42B,13.34,54.45,"182,116",Today After Market EPS,3-Hold ,HOLD,C+ (Hold),B,November6,11.54,0.66,2.46,1.72,1.88,-,1.70%,14.93%,20.00%,20.20%,14.70%,2.11%,1.50%,13.60%,9.00%,-,-,1.38,1.38,-,45.30%,19.70%,Nov 06/a,228.11M,160.46M,42.80%,0.00%,44.00%,0.44%,0.37%,2.18,271.90K,4.63%,10.02%,7.67%,11.58%,40.05%,42.91%,2.46%,2.04%,2.60,0.67,0.76,1.11,6.75%,7.86%,9.52%,-1.71%,53.29%,69.75,-0.38%,-0.56%
CIX,33,CompX International Inc.,Services,Security & Protection Services,USA,179.87M,11.81,14.60,"1,344",Today After Market EPS,,None,B (Buy),B,November6,-,-,1.47,1.14,3.58,17.81,35.00%,-,20.50%,-,5.10%,1.92%,9.10%,10.00%,8.50%,6.40,5.00,0.00,0.00,31.10%,14.00%,12.70%,Nov 06/a,12.32M,1.64M,86.83%,0.00%,11.10%,0.37%,0.73%,4.52,2.65K,0.00%,6.50%,-0.82%,-6.95%,10.61%,7.27%,2.08%,2.51%,-,0.51,0.78,0.42,-0.62%,-0.57%,-2.67%,-14.37%,14.51%,49.30,0.48%,-2.94%
CJ,30,"C&J Energy Services, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,485.95M,-,7.36,0,Tomorrow Before Market EPS,,BUY,None,],November6,-,-,0.23,0.46,-,-,-261.70%,-16.00%,-,13.90%,-,-,-,-,-,-,-,-,-,-,-,-,Nov 07/b,66.03M,64.39M,2.96%,0.00%,18.67%,-,4.60%,3.07,964.61K,-17.12%,-8.26%,-8.26%,-32.04%,-47.97%,-31.43%,8.69%,6.03%,1.70,3.51,-,0.56,-7.30%,-8.94%,-28.26%,-56.10%,8.64%,42.34,0.00%,0.00%
CLBS,34,"Caladrius Biosciences, Inc.",Healthcare,Biotechnology,USA,22.20M,-,2.12,"2,414",Today After Market EPS,3-Hold ,BUY,None,D,November6,-,-,-,0.74,0.66,-,6.40%,19.40%,38.50%,-,-,-,-39.10%,-46.30%,-,6.10,6.10,0.00,0.00,-,-,-,Nov 06/a,10.47M,9.12M,-,-,18.30%,-,-,-,13.81K,-1.85%,-10.55%,-20.90%,-27.65%,-55.74%,-40.45%,3.45%,7.36%,2.00,0.17,1.46,0.16,-3.61%,-10.62%,-30.77%,-61.03%,4.95%,43.84,-1.40%,0.47%
CLLS,35,Cellectis S.A.,Healthcare,Biotechnology,France,510.90M,-,12.69,"88,281",Today After Market EPS,3-Hold ,BUY,D (Sell),F,November6,-,-,44.82,1.48,1.29,-,30.70%,-0.70%,-21.20%,-,11.00%,-,-,-,-25.60%,8.50,8.50,0.13,0.13,-,-,-,Nov 06/a,40.26M,31.97M,-,-,32.80%,3.03%,0.72%,1.99,116.37K,5.93%,26.14%,-8.44%,-33.14%,-52.72%,-23.78%,4.36%,4.19%,1.60,0.76,1.75,0.50,17.10%,12.81%,-18.14%,-53.26%,33.58%,70.49,1.85%,0.32%
CLSD,36,"Clearside Biomedical, Inc.",Healthcare,Biotechnology,USA,45.35M,-,1.21,"533,885",Today After Market EPS,1-Strong Buy ,BUY,D (Sell),D,November6,-,-,453.51,3.56,1.73,-,-15.70%,48.90%,-48.70%,-,-,-,-147.40%,-275.70%,-,3.50,3.50,0.61,0.78,-,-,-,Nov 06/a,37.48M,34.60M,1.20%,0.00%,34.20%,40.79%,3.94%,1.24,1.10M,0.83%,61.33%,-5.47%,0.00%,-41.55%,13.08%,10.39%,10.51%,2.20,0.49,-0.29,0.11,27.84%,51.87%,8.23%,-49.37%,116.07%,71.84,-3.20%,-1.57%
CLVS,31,"Clovis Oncology, Inc.",Healthcare,Biotechnology,USA,190.11M,-,3.59,"3,679,540",Tomorrow Before Market EPS,4-Sell ,HOLD,D- (Sell),D,November6,-,-,1.59,-,0.60,-,-80.50%,21.80%,-19.10%,33.70%,-,-,-49.10%,-372.70%,-50.10%,3.60,3.30,-,-,79.20%,-,-,Nov 07/b,53.03M,52.93M,2.50%,7.95%,-,5.11%,40.63%,5.14,4.19M,5.44%,13.45%,-38.51%,-81.58%,-74.93%,-80.04%,9.84%,10.40%,2.60,0.88,1.75,0.34,6.21%,-15.63%,-75.81%,-88.81%,22.35%,46.29,-2.05%,1.39%
CLXT,37,"Calyxt, Inc.",Consumer Goods,Farm Products,USA,138.20M,-,4.50,"42,624",Today After Market EPS,3-Hold ,STRONG BUY,D (Sell),F,November6,-,-,230.33,1.84,1.81,-,19.00%,-6.20%,-,-,-,-,-28.60%,-36.20%,-25.10%,16.00,15.90,0.23,0.23,43.30%,-,-,Nov 06/a,30.71M,9.90M,1.70%,-0.65%,26.70%,0.45%,6.00%,8.18,72.69K,-5.46%,-1.75%,-41.94%,-71.84%,-63.41%,-56.56%,8.63%,8.79%,1.30,0.59,-,0.42,-5.88%,-20.27%,-60.60%,-76.68%,11.66%,39.86,-5.26%,-1.25%
CMCO,32,Columbus McKinnon Corporation,Industrial Goods,Farm & Construction Machinery,USA,881.39M,17.39,38.04,"173,200",Tomorrow Before Market EPS,3-Hold ,BUY,B+ (Buy),C,November6,11.05,0.87,1.02,1.97,15.82,16.79,2.10%,15.35%,2.60%,20.00%,8.50%,0.63%,5.00%,12.40%,7.90%,1.70,1.00,0.50,0.64,34.80%,9.60%,6.20%,Nov 07/b,23.17M,22.74M,2.20%,-15.38%,99.46%,-1.08%,4.50%,7.47,136.97K,-0.16%,11.03%,8.47%,1.49%,1.12%,26.21%,2.42%,2.67%,1.60,1.26,1.71,1.05,3.41%,5.16%,2.89%,-11.72%,37.53%,55.02,-2.19%,-0.28%
CNCE,33,"Concert Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,146.05M,-,6.40,"137,631",Tomorrow Before Market EPS,3-Hold ,BUY,D (Sell),D,November6,-,-,132.77,1.14,1.03,-,-159.00%,-8.60%,-33.00%,-,-16.20%,-,-41.90%,-49.40%,-33.30%,19.60,19.60,0.00,0.00,-,-,-,Nov 07/b,22.82M,21.20M,0.50%,-76.90%,70.00%,-1.03%,2.83%,2.84,211.03K,2.40%,9.97%,-38.10%,-39.91%,-60.12%,-49.00%,5.99%,5.88%,2.00,0.65,0.87,0.36,3.48%,-21.35%,-42.23%,-64.11%,19.40%,39.91,-0.62%,0.62%
CNDT,38,Conduent Incorporated,Services,Business Services,USA,1.36B,-,6.62,"2,227,600",Today After Market EPS,3-Hold ,HOLD,D+ (Sell),F,November6,11.01,-,0.28,0.73,4.92,-,-41.00%,-2.75%,-38.30%,-11.00%,-4.80%,-,-27.00%,-60.10%,-6.40%,1.30,1.30,0.78,0.81,24.30%,-36.40%,-35.30%,Nov 06/a,205.02M,201.92M,0.50%,-,96.90%,3.93%,4.79%,3.37,2.87M,8.17%,21.25%,-23.56%,-13.46%,-65.16%,-37.72%,3.59%,4.01%,2.70,0.78,-,0.25,11.89%,6.12%,-33.10%,-65.88%,25.85%,64.49,0.00%,-0.75%
CNP,34,"CenterPoint Energy, Inc.",Utilities,Gas Utilities,USA,14.47B,25.37,28.77,"4,258,142",Tomorrow Before Market EPS,3-Hold ,BUY,B (Buy),B,November6,16.29,5.20,1.25,2.22,15.11,-,-52.90%,7.49%,0.40%,4.88%,5.50%,4.00%,1.90%,9.10%,4.30%,1.10,1.00,2.17,2.36,-,8.00%,4.70%,Nov 07/b,503.08M,501.20M,0.20%,-5.78%,83.70%,0.06%,2.68%,3.00,4.48M,-1.07%,2.09%,3.38%,-1.64%,4.66%,1.91%,1.22%,1.45%,2.10,0.95,0.48,0.44,-0.27%,-1.10%,-2.66%,-8.43%,7.31%,46.08,-0.28%,0.38%
CNQ,35,Canadian Natural Resources Limited,Basic Materials,Independent Oil & Gas,Canada,30.89B,8.53,25.89,"2,284,689",Tomorrow Before Market EPS,3-Hold ,BUY,C (Hold),C,November6,14.02,1.07,1.99,1.19,43.01,5.84,4.50%,-19.13%,0.30%,8.00%,5.40%,4.36%,6.50%,14.60%,7.40%,0.60,0.40,0.62,0.74,50.00%,22.90%,23.60%,Nov 07/b,1.19B,1.16B,3.30%,0.00%,66.60%,-2.76%,0.66%,3.04,2.51M,1.65%,5.33%,5.89%,-8.16%,-11.61%,7.29%,2.43%,2.57%,1.90,0.91,1.18,0.72,1.21%,1.16%,-2.94%,-18.51%,18.49%,51.76,-1.89%,-0.30%
COLL,39,"Collegium Pharmaceutical, Inc.",Healthcare,Drugs - Generic,USA,457.55M,-,13.70,"352,294",Today After Market EPS,3-Hold ,BUY,D (Sell),D,November6,113.22,-,1.56,5.33,3.08,5.61,52.00%,124.00%,-7.60%,0.55%,-,-,-5.70%,-26.10%,-20.10%,1.20,1.20,0.11,0.13,40.80%,-5.20%,-7.40%,Nov 06/a,33.40M,31.42M,2.00%,-14.50%,98.80%,0.15%,8.49%,8.57,311.58K,14.55%,16.99%,22.98%,-7.18%,-11.44%,-20.21%,5.28%,4.99%,1.70,1.13,0.52,0.63,13.01%,16.76%,3.99%,-30.91%,36.86%,66.41,0.00%,-0.15%
COMM,36,"CommScope Holding Company, Inc.",Technology,Communication Equipment,USA,2.26B,-,11.75,"6,384,032",Tomorrow Before Market EPS,3-Hold ,BUY,D (Sell),F,November6,4.93,-,0.38,1.60,6.49,-,-22.20%,14.85%,41.80%,4.58%,5.60%,-,-3.00%,-17.70%,7.20%,1.90,1.30,7.23,7.25,32.00%,1.10%,-5.00%,Nov 07/b,192.22M,190.69M,1.60%,-4.14%,97.30%,-1.38%,8.11%,3.41,4.53M,3.43%,7.21%,-9.27%,-37.70%,-52.18%,-28.31%,5.51%,4.87%,2.10,1.41,1.53,0.61,0.19%,1.21%,-31.49%,-56.48%,23.42%,49.18,-2.81%,-0.70%
CORE,37,"Core-Mark Holding Company, Inc.",Services,Food Wholesale,USA,1.51B,27.75,33.00,"556,795",Tomorrow Before Market EPS,3-Hold ,BUY,B- (Buy),C,November6,18.33,7.71,0.09,2.61,45.49,46.18,142.30%,12.36%,1.90%,3.60%,10.90%,1.33%,3.20%,9.60%,6.00%,1.80,1.00,0.60,0.71,5.50%,0.50%,0.30%,Nov 07/b,45.90M,44.92M,0.70%,-2.61%,95.50%,-1.07%,5.33%,8.26,289.74K,14.50%,15.71%,-7.17%,-13.23%,-12.93%,41.94%,3.90%,3.07%,2.20,1.92,0.83,1.00,12.61%,7.60%,-4.31%,-19.41%,46.49%,68.03,1.29%,-0.06%
COT,38,Cott Corporation,Consumer Goods,Beverages - Soft Drinks,Canada,1.71B,-,12.95,"1,338,176",Tomorrow Before Market EPS,3-Hold ,BUY,C (Hold),D,November6,26.54,-,0.72,1.54,15.05,40.45,187.50%,44.81%,5.10%,27.80%,2.50%,1.85%,-0.10%,-0.40%,3.60%,1.00,0.80,1.11,1.19,50.10%,2.30%,-0.20%,Nov 07/b,131.80M,131.79M,1.50%,8.81%,74.30%,11.94%,3.68%,5.69,852.45K,2.45%,3.77%,-2.63%,-7.37%,-13.84%,-7.10%,2.17%,1.65%,2.10,1.57,0.90,0.23,1.49%,1.49%,-5.47%,-20.36%,10.49%,52.33,-0.61%,-0.38%
CPK,39,Chesapeake Utilities Corporation,Utilities,Gas Utilities,USA,1.49B,24.75,90.82,"44,254",Tomorrow Before Market EPS,3-Hold ,BUY,B+ (Buy),B,November6,22.87,4.12,2.13,2.74,204.66,-,28.80%,6.77%,8.90%,6.00%,10.10%,1.78%,3.70%,11.40%,6.50%,0.20,0.20,0.51,1.20,45.70%,14.60%,8.60%,Nov 07/b,16.45M,15.72M,3.60%,-1.94%,66.70%,-0.07%,1.21%,3.36,56.49K,-4.49%,-2.78%,-2.24%,-1.39%,12.58%,11.71%,2.20%,1.56%,2.50,0.78,0.16,1.56,-2.73%,-3.27%,-1.91%,-6.37%,17.64%,38.46,0.62%,0.13%
CQP,40,"Cheniere Energy Partners, L.P.",Basic Materials,Oil & Gas Pipelines,USA,21.15B,17.27,42.80,"272,989",Tomorrow Before Market EPS,3-Hold ,HOLD,B (Buy),A,November6,15.63,3.92,3.07,22.77,12.39,-,108.80%,13.04%,40.80%,4.40%,88.80%,5.79%,5.50%,126.40%,11.70%,2.80,2.70,26.74,26.74,36.70%,27.40%,14.80%,Nov 07/b,494.24M,244.12M,29.98%,0.00%,64.10%,-0.16%,1.47%,14.78,243.27K,-4.08%,-3.25%,-1.88%,0.02%,28.92%,18.56%,2.53%,1.93%,2.90,1.12,0.91,0.93,-3.09%,-4.32%,-1.11%,-13.18%,29.46%,35.71,2.03%,-3.50%
CRK,41,"Comstock Resources, Inc.",Basic Materials,Independent Oil & Gas,USA,1.30B,9.19,7.04,"596,399",Tomorrow Before Market EPS,3-Hold ,BUY,None,C,November6,10.54,0.46,2.54,1.23,27.81,-,96.80%,8.97%,52.30%,20.00%,-1.50%,-,3.70%,14.40%,5.70%,0.70,0.70,2.09,0.00,78.70%,42.50%,16.10%,Nov 07/b,184.50M,13.53M,1.80%,-,3.50%,0.50%,18.03%,3.56,684.49K,0.43%,0.43%,22.86%,16.17%,-7.37%,55.41%,6.37%,6.44%,2.50,0.87,1.37,0.45,1.18%,-6.51%,9.05%,-34.20%,68.82%,47.48,-4.09%,0.41%
